Date,Price,Open,High,Low,Vol.,Change %
8/21/2019,"12,173.90","12,217.40","12,304.30","12,087.00",1.00M,-1.41%
8/22/2019,"11,869.60","12,130.40","12,173.90","11,826.10",1.18M,-2.50%
8/23/2019,"11,956.50","11,869.60","12,087.00","11,826.10",942.85K,0.73%
8/26/2019,"12,434.80","11,869.60","12,608.70","11,869.60",3.20M,4.00%
8/27/2019,"12,913.00","12,478.30","13,000.00","12,434.80",3.60M,3.85%
8/28/2019,"13,130.40","12,913.00","13,304.30","12,782.60",2.36M,1.68%
8/29/2019,"13,391.30","13,130.40","13,434.80","13,087.00",2.41M,1.99%
8/30/2019,"13,478.30","13,565.20","13,565.20","13,217.40",1.26M,0.65%
9/3/2019,"13,043.50","13,434.80","13,434.80","13,043.50",1.59M,-3.23%
9/4/2019,"12,913.00","12,869.60","13,000.00","12,608.70",1.97M,-1.00%
9/5/2019,"12,782.60","12,913.00","13,000.00","12,608.70",1.53M,-1.01%
9/6/2019,"13,260.90","12,869.60","13,391.30","12,782.60",2.20M,3.74%
9/9/2019,"13,173.90","13,130.40","13,478.30","13,130.40",1.41M,-0.66%
9/10/2019,"13,173.90","13,130.40","13,304.30","12,956.50",1.78M,0.00%
9/11/2019,"13,434.80","13,173.90","13,434.80","13,043.50",1.34M,1.98%
9/12/2019,"14,173.90","13,565.20","14,173.90","13,521.70",4.39M,5.50%
9/13/2019,"14,391.30","14,217.40","14,608.70","14,217.40",2.64M,1.53%
9/16/2019,"14,478.30","14,521.70","14,565.20","14,260.90",2.15M,0.60%
9/17/2019,"14,956.50","14,347.80","15,043.50","14,173.90",4.62M,3.30%
9/18/2019,"14,956.50","15,043.50","15,217.40","14,826.10",4.01M,0.00%
9/19/2019,"15,130.40","14,956.50","15,260.90","14,956.50",2.73M,1.16%
9/20/2019,"14,695.60","15,130.40","15,130.40","14,695.60",3.61M,-2.87%
9/23/2019,"14,608.70","14,565.20","14,739.10","14,478.30",1.80M,-0.59%
9/24/2019,"14,695.60","14,608.70","14,913.00","14,478.30",1.33M,0.59%
9/25/2019,"14,608.70","14,608.70","14,695.60","14,304.30",3.00M,-0.59%
9/26/2019,"14,695.60","14,695.60","14,739.10","14,434.80",1.72M,0.59%
9/27/2019,"14,913.00","14,695.60","14,913.00","14,608.70",2.32M,1.48%
9/30/2019,"15,173.90","15,043.50","15,434.80","15,000.00",4.24M,1.75%
10/1/2019,"15,173.90","15,304.30","15,347.80","14,956.50",2.29M,0.00%
10/2/2019,"15,087.00","15,130.40","15,260.90","14,913.00",3.24M,-0.57%
10/3/2019,"14,608.70","14,782.60","14,913.00","14,521.70",3.98M,-3.17%
10/4/2019,"14,521.70","14,782.60","14,782.60","14,478.30",2.07M,-0.60%
10/7/2019,"14,087.00","14,521.70","14,608.70","14,000.00",4.27M,-2.99%
10/8/2019,"14,260.90","14,000.00","14,304.30","13,695.60",2.88M,1.23%
10/9/2019,"14,347.80","14,260.90","14,434.80","14,217.40",926.66K,0.61%
10/10/2019,"14,130.40","14,347.80","14,347.80","14,130.40",623.52K,-1.52%
10/11/2019,"14,043.50","14,130.40","14,217.40","13,956.50",1.36M,-0.61%
10/14/2019,"14,260.90","14,130.40","14,304.30","14,043.50",2.05M,1.55%
10/15/2019,"14,391.30","14,260.90","14,521.70","14,217.40",2.67M,0.91%
10/16/2019,"14,260.90","14,521.70","14,521.70","14,260.90",918.91K,-0.91%
10/17/2019,"14,173.90","14,217.40","14,260.90","14,130.40",1.06M,-0.61%
10/18/2019,"13,913.00","14,173.90","14,260.90","13,913.00",1.57M,-1.84%
10/21/2019,"13,608.70","13,913.00","13,956.50","13,521.70",1.32M,-2.19%
10/22/2019,"13,739.10","13,478.30","13,739.10","13,347.80",1.67M,0.96%
10/23/2019,"13,739.10","13,739.10","13,782.60","13,565.20",507.74K,0.00%
10/24/2019,"13,782.60","13,739.10","13,782.60","13,608.70",543.39K,0.32%
10/25/2019,"13,739.10","13,739.10","13,826.10","13,652.20",608.93K,-0.32%
10/28/2019,"14,000.00","13,695.60","14,130.40","13,695.60",1.16M,1.90%
10/29/2019,"14,043.50","14,043.50","14,260.90","13,956.50",1.14M,0.31%
10/30/2019,"13,826.10","14,043.50","14,043.50","13,739.10",826.90K,-1.55%
10/31/2019,"13,434.80","13,826.10","13,869.60","13,304.30",1.40M,-2.83%
11/1/2019,"13,391.30","13,391.30","13,608.70","13,260.90",2.27M,-0.32%
11/4/2019,"13,869.60","13,304.30","13,913.00","13,304.30",3.81M,3.57%
11/5/2019,"13,782.60","13,869.60","13,869.60","13,652.20",1.65M,-0.63%
11/6/2019,"14,087.00","13,782.60","14,217.40","13,695.60",4.38M,2.21%
11/7/2019,"14,087.00","14,087.00","14,347.80","13,956.50",2.39M,0.00%
11/8/2019,"14,087.00","14,217.40","14,304.30","14,000.00",1.88M,0.00%
11/11/2019,"14,173.90","14,087.00","14,347.80","13,956.50",3.27M,0.62%
11/12/2019,"14,000.00","14,173.90","14,260.90","13,826.10",2.81M,-1.23%
11/13/2019,"13,826.10","14,000.00","14,087.00","13,739.10",3.14M,-1.24%
11/14/2019,"13,608.70","13,826.10","13,869.60","13,565.20",2.33M,-1.57%
11/15/2019,"13,652.20","13,652.20","13,826.10","13,565.20",916.58K,0.32%
11/18/2019,"13,478.30","13,739.10","13,869.60","13,478.30",1.96M,-1.27%
11/19/2019,"13,478.30","13,565.20","13,652.20","13,434.80",917.56K,0.00%
11/20/2019,"13,652.20","13,608.70","13,695.60","13,478.30",1.90M,1.29%
11/21/2019,"13,565.20","13,478.30","13,652.20","13,478.30",1.55M,-0.64%
11/22/2019,"12,956.50","13,565.20","13,652.20","12,826.10",5.56M,-4.49%
11/25/2019,"12,347.80","12,869.60","12,869.60","12,347.80",3.53M,-4.70%
11/26/2019,"12,304.30","12,521.70","12,652.20","12,000.00",3.75M,-0.35%
11/27/2019,"12,652.20","12,304.30","12,782.60","12,130.40",2.47M,2.83%
11/28/2019,"12,173.90","12,652.20","12,695.60","12,173.90",1.63M,-3.78%
11/29/2019,"12,304.30","12,260.90","12,521.70","12,130.40",841.13K,1.07%
12/2/2019,"12,173.90","12,478.30","12,478.30","12,173.90",1.25M,-1.06%
12/3/2019,"12,000.00","12,087.00","12,347.80","11,913.00",1.79M,-1.43%
12/4/2019,"12,173.90","12,000.00","12,173.90","11,956.50",748.21K,1.45%
12/5/2019,"12,087.00","12,173.90","12,304.30","12,043.50",824.08K,-0.71%
12/6/2019,"12,087.00","12,043.50","12,173.90","12,043.50",457.79K,0.00%
12/9/2019,"11,869.60","12,087.00","12,260.90","11,869.60",1.24M,-1.80%
12/10/2019,"11,869.60","11,869.60","12,130.40","11,782.60",1.80M,0.00%
12/11/2019,"12,347.80","11,869.60","12,478.30","11,826.10",2.15M,4.03%
12/12/2019,"12,695.60","12,347.80","12,739.10","12,304.30",1.82M,2.82%
12/13/2019,"12,434.80","12,826.10","12,826.10","12,434.80",1.64M,-2.05%
12/16/2019,"12,478.30","12,347.80","12,608.70","12,347.80",1.60M,0.35%
12/17/2019,"12,217.40","12,608.70","12,608.70","12,087.00",1.19M,-2.09%
12/18/2019,"12,173.90","12,173.90","12,304.30","12,130.40",1.19M,-0.36%
12/19/2019,"12,130.40","12,087.00","12,304.30","12,000.00",778.78K,-0.36%
12/20/2019,"11,956.50","12,130.40","12,217.40","11,782.60",2.44M,-1.43%
12/23/2019,"11,869.60","11,956.50","12,087.00","11,826.10",1.03M,-0.73%
12/24/2019,"12,173.90","11,913.00","12,173.90","11,826.10",1.50M,2.56%
12/25/2019,"12,260.90","12,173.90","12,347.80","12,043.50",1.36M,0.71%
12/26/2019,"12,608.70","12,260.90","12,695.60","12,260.90",4.08M,2.84%
12/27/2019,"12,695.60","12,434.80","12,826.10","12,434.80",2.52M,0.69%
12/30/2019,"12,739.10","12,695.60","12,913.00","12,652.20",2.16M,0.34%
12/31/2019,"12,608.70","12,565.20","12,695.60","12,434.80",1.53M,-1.02%
1/2/2020,"12,434.80","12,608.70","12,608.70","12,347.80",1.35M,-1.38%
1/3/2020,"12,087.00","12,434.80","12,565.20","12,000.00",2.76M,-2.80%
1/6/2020,"11,913.00","12,000.00","12,173.90","11,826.10",1.17M,-1.44%
1/7/2020,"12,087.00","11,913.00","12,130.40","11,913.00",867.62K,1.46%
1/8/2020,"11,565.20","11,913.00","11,956.50","11,521.70",2.12M,-4.32%
1/9/2020,"11,782.60","11,782.60","11,913.00","11,739.10",1.97M,1.88%
1/10/2020,"11,652.20","11,782.60","11,826.10","11,608.70",865.10K,-1.11%
1/13/2020,"11,782.60","11,652.20","11,913.00","11,652.20",646.82K,1.12%
1/14/2020,"11,608.70","11,826.10","11,913.00","11,565.20",1.34M,-1.48%
1/15/2020,"11,652.20","11,652.20","11,739.10","11,608.70",529.87K,0.37%
1/16/2020,"11,565.20","11,652.20","11,782.60","11,521.70",874.54K,-0.75%
1/17/2020,"11,304.30","11,652.20","11,652.20","11,217.40",1.70M,-2.26%
1/20/2020,"11,217.40","11,304.30","11,565.20","11,173.90",1.02M,-0.77%
1/21/2020,"11,173.90","11,217.40","11,304.30","11,043.50",1.86M,-0.39%
1/22/2020,"11,347.80","11,173.90","11,391.30","11,173.90",1.13M,1.56%
1/30/2020,"10,782.60","11,130.40","11,130.40","10,739.10",3.19M,-4.98%
1/31/2020,"10,043.50","10,782.60","10,869.60","10,043.50",3.35M,-6.85%
2/3/2020,"9,434.80","9,565.20","9,826.10","9,347.80",6.44M,-6.06%
2/4/2020,"9,304.30","9,521.70","9,826.10","9,173.90",4.78M,-1.38%
2/5/2020,"9,478.30","9,347.80","9,739.10","9,347.80",8.43M,1.87%
2/6/2020,"10,130.40","9,782.60","10,130.40","9,652.20",2.85M,6.88%
2/7/2020,"10,826.10","10,434.80","10,826.10","10,304.30",5.39M,6.87%
2/10/2020,"10,739.10","10,521.70","11,043.50","10,434.80",4.15M,-0.80%
2/11/2020,"11,000.00","10,739.10","11,087.00","10,652.20",2.34M,2.43%
2/12/2020,"11,130.40","11,043.50","11,217.40","10,869.60",2.48M,1.19%
2/13/2020,"11,043.50","11,130.40","11,130.40","10,826.10",1.50M,-0.78%
2/14/2020,"11,347.80","11,000.00","11,478.30","10,956.50",1.88M,2.76%
2/17/2020,"11,087.00","11,304.30","11,434.80","11,043.50",1.27M,-2.30%
2/18/2020,"11,043.50","11,087.00","11,260.90","10,739.10",1.41M,-0.39%
2/19/2020,"10,695.60","11,000.00","11,043.50","10,652.20",1.47M,-3.15%
2/20/2020,"10,782.60","10,869.60","10,913.00","10,652.20",1.51M,0.81%
2/21/2020,"11,043.50","10,782.60","11,217.40","10,782.60",2.06M,2.42%
2/24/2020,"10,304.30","10,347.80","10,739.10","10,304.30",2.71M,-6.69%
2/25/2020,"10,521.70","9,826.10","10,608.70","9,826.10",1.82M,2.11%
2/26/2020,"10,434.80","10,260.90","10,608.70","10,260.90",1.45M,-0.83%
2/27/2020,"10,608.70","10,347.80","10,652.20","10,217.40",1.75M,1.67%
2/28/2020,"10,304.30","10,304.30","10,478.30","10,260.90",1.32M,-2.87%
3/2/2020,"10,304.30","10,434.80","10,434.80","10,260.90",1.05M,0.00%
3/3/2020,"10,869.60","10,521.70","10,869.60","10,391.30",2.26M,5.49%
3/4/2020,"11,260.90","10,782.60","11,391.30","10,739.10",3.96M,3.60%
3/5/2020,"11,173.90","11,478.30","11,565.20","11,173.90",1.91M,-0.77%
3/6/2020,"11,913.00","11,043.50","11,913.00","10,956.50",5.55M,6.61%
3/9/2020,"11,087.00","11,130.40","11,478.30","11,087.00",4.31M,-6.93%
3/10/2020,"10,956.50","10,652.20","11,173.90","10,434.80",2.88M,-1.18%
3/11/2020,"10,260.90","11,043.50","11,130.40","10,217.40",4.63M,-6.35%
3/12/2020,"9,565.20","9,565.20","9,739.10","9,565.20",4.45M,-6.78%
3/13/2020,"9,565.20","8,913.00","9,652.20","8,913.00",3.97M,0.00%
3/16/2020,"9,260.90","9,565.20","9,739.10","9,000.00",1.90M,-3.18%
3/17/2020,"9,652.20","8,826.10","9,695.60","8,782.60",1.73M,4.23%
3/18/2020,"9,478.30","9,826.10","9,826.10","9,347.80",1.72M,-1.80%
3/19/2020,"9,260.90","9,304.30","9,304.30","8,956.50",2.49M,-2.29%
3/20/2020,"9,087.00","9,173.90","9,260.90","8,913.00",1.38M,-1.88%
3/23/2020,"8,452.20","8,782.60","8,782.60","8,452.20",4.18M,-6.99%
3/24/2020,"8,182.60","8,347.80","8,460.90","8,043.50",1.76M,-3.19%
3/25/2020,"8,521.70","8,521.70","8,565.20","8,347.80",1.48M,4.14%
3/26/2020,"8,173.90","8,434.80","8,434.80","8,130.40",1.08M,-4.08%
3/27/2020,"7,782.60","8,173.90","8,260.90","7,773.90",2.26M,-4.79%
3/30/2020,"7,243.50","7,417.40","7,478.30","7,243.50",494.48K,-6.93%
3/31/2020,"6,739.10","6,869.60","7,243.50","6,739.10",4.36M,-6.96%
4/1/2020,"6,756.50","6,269.60","6,947.80","6,269.60",2.77M,0.26%
4/3/2020,"7,226.10","7,000.00","7,226.10","6,956.50",1.86M,6.95%
4/6/2020,"7,730.40","7,695.70","7,730.40","7,252.20",2.85M,6.98%
4/7/2020,"7,591.30","7,739.10","7,913.00","7,478.30",2.62M,-1.80%
4/8/2020,"7,913.00","7,304.30","8,000.00","7,147.80",1.65M,4.24%
4/9/2020,"7,973.90","8,173.90","8,260.90","7,947.80",2.81M,0.77%
4/10/2020,"7,860.90","7,869.60","8,095.70","7,852.20",1.76M,-1.42%
4/13/2020,"7,869.60","7,834.80","8,043.50","7,826.10",1.52M,0.11%
4/14/2020,"7,782.60","7,869.60","7,982.60","7,547.80",2.03M,-1.11%
4/15/2020,"8,173.90","7,843.50","8,217.40","7,826.10",5.10M,5.03%
4/16/2020,"8,043.50","8,173.90","8,173.90","7,921.70",5.51M,-1.60%
4/17/2020,"8,600.00","8,173.90","8,600.00","8,069.60",6.47M,6.92%
4/20/2020,"9,173.90","8,956.50","9,173.90","8,826.10",6.73M,6.67%
4/21/2020,"8,539.10","8,869.60","9,260.90","8,539.10",7.57M,-6.92%
4/22/2020,"8,469.60","8,130.40","8,652.20","8,052.20",3.47M,-0.81%
4/23/2020,"8,313.00","8,695.60","8,826.10","8,313.00",3.64M,-1.85%
4/24/2020,"8,313.00","8,313.00","8,434.80","8,173.90",2.38M,0.00%
4/27/2020,"8,469.60","8,382.60","8,547.80","8,304.30",3.96M,1.88%
4/28/2020,"8,660.90","8,539.10","8,826.10","8,469.60",3.72M,2.26%
4/29/2020,"8,600.00","8,695.60","8,739.10","8,452.20",1.96M,-0.70%
5/4/2020,"8,130.40","8,391.30","8,391.30","8,130.40",3.95M,-5.46%
5/5/2020,"8,173.90","8,173.90","8,260.90","7,965.20",2.78M,0.54%
5/6/2020,"8,260.90","8,173.90","8,330.40","8,139.10",2.23M,1.06%
5/7/2020,"8,452.20","8,347.80","8,513.00","8,321.70",2.55M,2.32%
5/8/2020,"8,504.30","8,504.30","8,869.60","8,452.20",4.34M,0.62%
5/11/2020,"8,869.60","8,687.00","8,913.00","8,626.10",3.69M,4.30%
5/12/2020,"9,043.50","8,869.60","9,173.90","8,678.30",4.78M,1.96%
5/13/2020,"9,521.70","8,956.50","9,652.20","8,826.10",6.94M,5.29%
5/14/2020,"9,565.20","9,434.80","9,782.60","9,260.90",3.82M,0.46%
5/15/2020,"9,217.40","9,608.70","9,608.70","9,173.90",3.52M,-3.64%
5/18/2020,"9,217.40","9,217.40","9,347.80","8,956.50",4.07M,0.00%
5/19/2020,"9,565.20","9,434.80","9,739.10","9,304.30",5.90M,3.77%
5/20/2020,"9,478.30","9,478.30","9,652.20","9,347.80",3.25M,-0.91%
5/21/2020,"9,913.00","9,478.30","10,087.00","9,478.30",6.76M,4.59%
5/22/2020,"9,652.20","10,000.00","10,043.50","9,565.20",5.34M,-2.63%
5/25/2020,"9,826.10","9,652.20","9,869.60","9,521.70",3.37M,1.80%
5/26/2020,"10,043.50","9,826.10","10,087.00","9,782.60",4.76M,2.21%
5/27/2020,"9,695.60","10,130.40","10,130.40","9,695.60",5.42M,-3.46%
5/28/2020,"9,826.10","9,739.10","10,043.50","9,608.70",5.37M,1.35%
5/29/2020,"9,826.10","9,782.60","9,826.10","9,695.60",3.10M,0.00%
6/1/2020,"9,869.60","9,956.50","10,043.50","9,826.10",4.61M,0.44%
6/2/2020,"9,913.00","9,956.50","10,217.40","9,869.60",5.64M,0.44%
6/3/2020,"10,087.00","9,956.50","10,130.40","9,869.60",3.44M,1.76%
6/4/2020,"10,347.80","10,173.90","10,565.20","10,173.90",6.86M,2.59%
6/5/2020,"10,434.80","10,347.80","10,434.80","10,173.90",3.40M,0.84%
6/8/2020,"10,782.60","10,695.60","10,869.60","10,608.70",5.86M,3.33%
6/9/2020,"10,652.20","10,826.10","10,869.60","10,608.70",4.77M,-1.21%
6/10/2020,"10,608.70","10,608.70","10,739.10","10,173.90",5.46M,-0.41%
6/11/2020,"10,043.50","10,521.70","11,347.80","10,043.50",12.16M,-5.33%
6/12/2020,"10,434.80","9,565.20","10,434.80","9,565.20",5.26M,3.90%
6/15/2020,"10,173.90","10,869.60","10,869.60","10,043.50",6.38M,-2.50%
6/16/2020,"10,652.20","10,391.30","10,695.60","10,347.80",6.07M,4.70%
6/17/2020,"10,434.80","10,695.60","10,782.60","10,347.80",3.49M,-2.04%
6/18/2020,"10,478.30","10,347.80","10,565.20","10,260.90",2.31M,0.42%
6/19/2020,"11,043.50","10,521.70","11,087.00","10,521.70",8.55M,5.39%
6/22/2020,"10,956.50","11,130.40","11,260.90","10,913.00",4.51M,-0.79%
6/23/2020,"11,000.00","10,913.00","11,173.90","10,826.10",5.44M,0.40%
6/24/2020,"10,521.70","11,000.00","11,043.50","10,521.70",5.81M,-4.35%
6/25/2020,"10,565.20","10,347.80","10,695.60","10,260.90",5.44M,0.41%
6/26/2020,"10,434.80","10,739.10","10,782.60","10,347.80",2.99M,-1.23%
6/29/2020,"9,826.10","10,130.40","10,391.30","9,782.60",5.02M,-5.83%
6/30/2020,"9,739.10","9,956.50","10,087.00","9,304.30",4.00M,-0.89%
7/1/2020,"10,173.90","9,652.20","10,173.90","9,565.20",2.99M,4.46%
7/2/2020,"9,956.50","10,260.90","10,260.90","9,826.10",2.42M,-2.14%
7/3/2020,"10,000.00","10,000.00","10,000.00","9,782.60",2.52M,0.44%
7/6/2020,"10,173.90","10,130.40","10,217.40","9,913.00",3.38M,1.74%
7/7/2020,"10,000.00","10,217.40","10,260.90","10,000.00",4.45M,-1.71%
7/8/2020,"10,000.00","10,000.00","10,130.40","9,956.50",2.03M,0.00%
7/9/2020,"10,087.00","10,043.50","10,173.90","9,956.50",2.15M,0.87%
7/10/2020,"10,087.00","10,043.50","10,173.90","10,000.00",2.82M,0.00%
7/13/2020,"9,913.00","10,217.40","10,217.40","9,869.60",2.74M,-1.72%
7/14/2020,"9,913.00","9,913.00","10,000.00","9,826.10",1.59M,0.00%
7/15/2020,"9,913.00","10,000.00","10,130.40","9,913.00",1.94M,0.00%
7/16/2020,"9,695.60","9,913.00","10,000.00","9,565.20",6.01M,-2.19%
7/17/2020,"9,695.60","9,739.10","9,782.60","9,565.20",4.74M,0.00%
7/20/2020,"9,304.30","9,695.60","9,695.60","9,304.30",6.06M,-4.04%
7/21/2020,"8,826.10","9,130.40","9,217.40","8,739.10",9.43M,-5.14%
7/22/2020,"9,000.00","8,782.60","9,260.90","8,782.60",4.70M,1.97%
7/23/2020,"8,826.10","9,043.50","9,087.00","8,826.10",2.15M,-1.93%
7/24/2020,"8,208.70","8,782.60","8,913.00","8,208.70",13.12M,-7.00%
7/27/2020,"7,634.80","7,739.10","7,826.10","7,634.80",8.45M,-6.99%
7/28/2020,"7,939.10","7,652.20","7,939.10","7,565.20",4.32M,3.99%
7/29/2020,"7,678.30","7,608.70","7,826.10","7,391.30",4.20M,-3.29%
7/30/2020,"7,721.70","7,687.00","7,852.20","7,687.00",2.05M,0.57%
7/31/2020,"7,634.80","7,478.30","7,765.20","7,460.90",2.74M,-1.13%
8/3/2020,"7,878.30","7,608.70","7,887.00","7,608.70",3.53M,3.19%
8/4/2020,"8,347.80","8,000.00","8,347.80","7,913.00",4.25M,5.96%
8/5/2020,"8,347.80","8,347.80","8,504.30","8,217.40",3.64M,0.00%
8/6/2020,"8,217.40","8,269.60","8,356.50","8,200.00",2.77M,-1.56%
8/7/2020,"8,191.30","8,260.90","8,260.90","8,095.70",3.15M,-0.32%
8/10/2020,"8,382.60","8,200.00","8,521.70","8,191.30",2.87M,2.34%
8/11/2020,"8,287.00","8,347.80","8,452.20","8,269.60",2.70M,-1.14%
8/12/2020,"8,252.20","8,347.80","8,365.20","8,217.40",3.38M,-0.42%
8/13/2020,"8,260.90","8,260.90","8,417.40","8,260.90",5.22M,0.11%
8/14/2020,"8,417.40","8,260.90","8,573.90","8,260.90",9.22M,1.89%
8/17/2020,"8,200.00","8,260.90","8,391.30","8,017.40",6.44M,-2.58%
8/18/2020,"8,000.00","8,156.50","8,208.70","8,000.00",5.89M,-2.44%
8/19/2020,"7,869.60","7,826.10","7,991.30","7,695.70",9.75M,-1.63%
8/20/2020,"8,078.30","7,869.60","8,130.40","7,756.50",7.17M,2.65%
8/21/2020,"8,034.80","8,078.30","8,139.10","8,008.70",4.18M,-0.54%
8/24/2020,"8,260.90","8,087.00","8,304.30","8,060.90",6.33M,2.81%
8/25/2020,"8,826.10","8,313.00","8,826.10","8,313.00",9.44M,6.84%
8/26/2020,"8,826.10","9,130.40","9,173.90","8,826.10",8.31M,0.00%
8/27/2020,"8,739.10","8,826.10","8,869.60","8,687.00",5.77M,-0.99%
8/28/2020,"8,695.70","8,826.10","8,869.60","8,695.70",4.78M,-0.50%
8/31/2020,"8,417.40","8,687.00","8,782.60","8,347.80",9.24M,-3.20%
9/1/2020,"8,591.30","8,521.70","8,643.50","8,434.80",2.51M,2.07%
9/3/2020,"8,826.10","8,695.70","8,826.10","8,652.20",5.12M,2.73%
9/4/2020,"8,695.70","8,608.70","8,739.10","8,591.30",4.08M,-1.48%
9/7/2020,"8,487.00","8,695.70","8,739.10","8,487.00",3.93M,-2.40%
9/8/2020,"8,504.30","8,521.70","8,565.20","8,426.10",2.87M,0.20%
9/9/2020,"8,530.40","8,417.40","8,530.40","8,391.30",2.30M,0.31%
9/10/2020,"8,626.10","8,556.50","8,739.10","8,539.10",3.15M,1.12%
9/11/2020,"8,669.60","8,608.70","8,687.00","8,565.20",2.53M,0.50%
9/14/2020,"8,826.10","8,782.60","8,913.00","8,695.70",5.33M,1.81%
9/15/2020,"8,782.60","8,869.60","8,956.50","8,739.10",3.75M,-0.49%
9/16/2020,"8,869.60","8,782.60","8,869.60","8,687.00",5.04M,0.99%
9/17/2020,"9,000.00","8,956.50","9,173.90","8,869.60",7.93M,1.47%
9/18/2020,"9,217.40","9,000.00","9,217.40","8,956.50",5.45M,2.42%
9/21/2020,"9,173.90","9,217.40","9,478.30","9,130.40",5.74M,-0.47%
9/22/2020,"9,130.40","9,087.00","9,217.40","9,043.50",3.19M,-0.47%
9/23/2020,"9,130.40","9,173.90","9,260.90","9,043.50",4.73M,0.00%
9/24/2020,"9,043.50","9,130.40","9,173.90","9,000.00",4.75M,-0.95%
9/25/2020,"8,913.00","9,130.40","9,130.40","8,869.60",4.39M,-1.44%
9/28/2020,"9,043.50","8,956.50","9,130.40","8,956.50",3.72M,1.46%
9/29/2020,"8,739.10","9,087.00","9,130.40","8,695.70",5.88M,-3.37%
9/30/2020,"8,782.60","8,739.10","8,913.00","8,739.10",4.40M,0.50%
10/1/2020,"9,000.00","8,826.10","9,087.00","8,782.60",3.37M,2.48%
10/2/2020,"8,956.50","9,000.00","9,087.00","8,739.10",4.21M,-0.48%
10/5/2020,"9,521.70","9,000.00","9,565.20","9,000.00",13.72M,6.31%
10/6/2020,"9,913.00","9,739.10","9,913.00","9,478.30",8.77M,4.11%
10/7/2020,"9,913.00","9,826.10","10,173.90","9,782.60",7.64M,0.00%
10/8/2020,"9,695.60","9,826.10","9,913.00","9,608.70",8.06M,-2.19%
10/9/2020,"9,739.10","9,739.10","9,869.60","9,695.60",4.06M,0.45%
10/12/2020,"9,434.80","9,826.10","9,913.00","9,391.30",7.55M,-3.12%
10/13/2020,"9,608.70","9,478.30","9,782.60","9,347.80",4.10M,1.84%
10/14/2020,"9,652.20","9,608.70","9,695.60","9,565.20",2.07M,0.45%
10/15/2020,"9,695.60","9,652.20","9,913.00","9,608.70",5.85M,0.45%
10/16/2020,"10,347.80","9,652.20","10,347.80","9,565.20",15.66M,6.73%
10/19/2020,"10,608.70","10,347.80","10,608.70","10,260.90",9.15M,2.52%
10/20/2020,"10,652.20","10,478.30","10,652.20","10,347.80",7.16M,0.41%
10/21/2020,"10,260.90","10,608.70","10,652.20","10,260.90",10.43M,-3.67%
10/22/2020,"10,608.70","10,130.40","10,608.70","10,130.40",6.55M,3.39%
10/23/2020,"10,608.70","10,608.70","10,782.60","10,565.20",4.14M,0.00%
10/26/2020,"10,260.90","10,608.70","10,652.20","10,260.90",4.51M,-3.28%
10/27/2020,"10,173.90","10,260.90","10,347.80","10,087.00",4.66M,-0.85%
10/28/2020,"9,913.00","10,087.00","10,260.90","9,869.60",5.59M,-2.56%
10/29/2020,"9,913.00","9,739.10","10,087.00","9,695.60",4.73M,0.00%
10/30/2020,"10,000.00","9,913.00","10,043.50","9,739.10",8.90M,0.88%
11/2/2020,"10,217.40","10,087.00","10,565.20","10,087.00",2.45M,2.17%
11/3/2020,"10,260.90","10,260.90","10,347.80","10,173.90",2.81M,0.43%
11/4/2020,"10,739.10","10,347.80","10,869.60","10,260.90",12.33M,4.66%
11/5/2020,"10,652.20","10,608.70","10,956.50","10,608.70",4.94M,-0.81%
11/6/2020,"10,956.50","10,695.60","11,043.50","10,608.70",10.31M,2.86%
11/9/2020,"11,217.40","11,130.40","11,478.30","11,000.00",11.30M,2.38%
11/10/2020,"11,087.00","11,391.30","11,434.80","11,087.00",8.34M,-1.16%
11/11/2020,"11,087.00","11,087.00","11,347.80","11,043.50",6.35M,0.00%
11/12/2020,"11,739.10","11,173.90","11,739.10","11,087.00",9.68M,5.88%
11/13/2020,"11,913.00","11,826.10","12,173.90","11,739.10",10.21M,1.48%
11/16/2020,"11,565.20","11,913.00","12,000.00","11,521.70",11.38M,-2.92%
11/17/2020,"12,173.90","11,695.60","12,173.90","11,565.20",7.46M,5.26%
11/18/2020,"12,304.30","12,304.30","12,304.30","12,000.00",8.49M,1.07%
11/19/2020,"12,260.90","12,173.90","12,260.90","12,000.00",5.69M,-0.35%
11/20/2020,"12,391.30","12,217.40","12,478.30","12,043.50",6.00M,1.06%
11/23/2020,"12,087.00","12,391.30","12,391.30","12,087.00",6.80M,-2.46%
11/24/2020,"12,000.00","12,087.00","12,217.40","11,739.10",8.10M,-0.72%
11/25/2020,"11,956.50","12,043.50","12,130.40","11,869.60",4.22M,-0.36%
11/26/2020,"11,913.00","11,826.10","11,956.50","11,739.10",5.01M,-0.36%
11/27/2020,"12,347.80","11,956.50","12,391.30","11,956.50",10.04M,3.65%
11/30/2020,"12,087.00","12,478.30","12,565.20","12,087.00",7.71M,-2.11%
12/1/2020,"12,304.30","11,913.00","12,391.30","11,913.00",10.09M,1.80%
12/2/2020,"12,565.20","12,304.30","12,782.60","12,260.90",7.27M,2.12%
12/3/2020,"12,521.70","12,608.70","12,608.70","12,434.80",3.53M,-0.35%
12/4/2020,"12,913.00","12,521.70","13,260.90","12,521.70",12.79M,3.12%
12/7/2020,"12,913.00","12,913.00","13,087.00","12,869.60",4.89M,0.00%
12/8/2020,"13,000.00","12,913.00","13,130.40","12,826.10",5.23M,0.67%
