Date,Price,Open,High,Low,Vol.,Change %
4/4/2018,"21,533.40","20,349.40","21,753.70","20,184.10",1.73M,5.82%
4/5/2018,"21,423.30","21,753.70","21,808.80","21,285.60",457.47K,-0.51%
4/6/2018,"21,561.00","21,753.70","21,808.80","21,368.20",618.72K,0.64%
4/9/2018,"21,918.90","21,588.50","21,918.90","21,368.20",913.30K,1.66%
4/10/2018,"22,056.60","22,029.10","22,056.60","21,643.60",1.01M,0.63%
4/11/2018,"22,745.00","22,029.10","23,130.50","21,918.90",917.91K,3.12%
4/12/2018,"23,130.50","22,717.50","23,681.30","22,084.20",933.17K,1.69%
4/13/2018,"23,130.50","23,130.50","23,543.60","22,029.10",1.16M,0.00%
4/16/2018,"23,130.50","23,130.50","23,185.60","22,304.40",981.89K,0.00%
4/17/2018,"23,130.50","23,130.50","23,185.60","22,965.30",694.16K,0.00%
4/18/2018,"22,910.20","23,130.50","23,295.80","22,910.20",1.49M,-0.95%
4/19/2018,"22,745.00","22,772.60","23,103.00","22,579.80",268.04K,-0.72%
4/20/2018,"22,524.70","22,304.40","23,020.40","22,084.20",531.30K,-0.97%
4/23/2018,"21,010.20","22,992.90","22,992.90","21,010.20",1.31M,-6.72%
4/24/2018,"20,376.90","21,010.20","21,010.20","20,101.50",524.36K,-3.01%
4/26/2018,"20,101.50","20,376.90","21,478.40","19,826.20",650.94K,-1.35%
4/27/2018,"20,101.50","20,101.50","20,349.40","20,046.50",463.87K,0.00%
